page_number,detected_family,confidence,evidence_text,detected_section_code,detected_header_labels,expected_data_rows,observed_data_like_rows,page_width,page_height,rotation,expected_family,expected_range_disagreement,is_low_confidence,notes
1,non_data_or_unknown,0.40,LAMPIRAN A | LEMBAGA HASIL DALAM NEGERI MALAYSIA | JADUAL POTONGAN CUKAI BULANAN | TABLE OF MONTHLY TAX DEDUCTIONS | Jadual PCB yang dikeluarkan adalah bagi memudahkan majikan yang tidak menggunakan perisian,,,0,0,792.0,612.0,0,non_data_or_unknown,False,True,zero_data_like_rows
2,intro_data_ka1_ka10,0.97,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,28,28,792.0,612.0,0,intro_data_ka1_ka10,False,False,intro_text_and_ka1_ka10_header_detected; header_labels_ka1_ka10
388,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
389,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
390,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
391,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
392,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
393,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
394,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
395,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
396,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
397,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
398,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
399,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
400,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
401,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
402,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
403,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
404,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
405,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
406,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
407,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
408,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
409,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
410,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
411,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
412,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
413,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
414,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
415,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
416,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
417,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
418,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
419,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
420,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
421,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
422,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
423,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
424,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
425,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
426,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
427,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
428,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
429,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
430,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
431,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
432,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
433,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
434,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
435,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
436,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
437,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
438,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
439,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
440,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
441,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
